gate_name,gate_type,output,inputs,input_count,is_sequential,is_constant_input,has_bus_signal,level_to_input,level_to_output,level_to_output_ff,level_to_input_ff,and_gates_fanin,or_gates_fanin,nand_gates_fanin,nor_gates_fanin,not_gates_fanin,buf_gates_fanin,xor_gates_fanin,xnor_gates_fanin,dff_gates_fanin,and_gates_fanout,or_gates_fanout,nand_gates_fanout,nor_gates_fanout,not_gates_fanout,buf_gates_fanout,xor_gates_fanout,xnor_gates_fanout,dff_gates_fanout,and_gates_prelevel,or_gates_prelevel,nand_gates_prelevel,nor_gates_prelevel,not_gates_prelevel,buf_gates_prelevel,xor_gates_prelevel,xnor_gates_prelevel,dff_gates_prelevel,and_gates_postlevel,or_gates_postlevel,nand_gates_postlevel,nor_gates_postlevel,not_gates_postlevel,buf_gates_postlevel,xor_gates_postlevel,xnor_gates_postlevel,dff_gates_postlevel,gate_numbers,label
g0,buf,n33[0],1'b0,1,0,1,1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['g0'],Not_Trojan
g1,buf,n33[1],1'b0,1,0,1,1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['g1'],Not_Trojan
g2,buf,n33[2],1'b0,1,0,1,1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['g2'],Not_Trojan
g3,buf,n32[4],1'b0,1,0,1,1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['g3'],Not_Trojan
g4,buf,n32[5],1'b0,1,0,1,1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['g4'],Not_Trojan
g5,buf,n32[6],1'b0,1,0,1,1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['g5'],Not_Trojan
g6,buf,n32[7],1'b0,1,0,1,1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['g6'],Not_Trojan
g7,not,n3258,n3262,1,0,0,0,4,5,5,-1,0,199,0,278,209,14,0,0,0,0,1007,0,423,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,['g7'],Not_Trojan
g8,not,n3257,n3265,1,0,0,0,4,5,5,-1,0,28,0,38,29,2,0,0,0,0,6848,0,2890,99,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,['g8'],Not_Trojan
g9,not,n3256,n3268,1,0,0,0,4,6,6,-1,0,5,0,6,5,0,0,0,0,0,32025,0,13525,468,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,['g9'],Not_Trojan
g10,not,n3255,n3367,1,0,0,0,2,5,5,-1,0,0,0,0,1,0,0,0,0,0,120078,0,50704,1757,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,['g10'],Not_Trojan
g11,or,n3267,"n3252, n3254",2,0,0,0,3,8,8,-1,0,7,0,9,7,1,0,0,0,0,15718,0,6633,229,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,2,0,0,0,0,['g11'],Not_Trojan
g12,or,n3266,"n3251, n3253",2,0,0,0,3,8,8,-1,0,12,0,17,13,0,0,0,0,0,7859,0,3316,114,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,['g12'],Not_Trojan
g13,nor,n3254,"n3249, n3260",2,0,0,0,2,9,9,-1,0,5,0,8,6,0,0,0,0,0,15718,0,6634,229,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,['g13'],Not_Trojan
g14,nor,n3253,"n3248, n3260",2,0,0,0,2,9,9,-1,0,5,0,8,6,0,0,0,0,0,7859,0,3317,114,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,['g14'],Not_Trojan
g15,nor,n3251,"n3247, n3250",2,0,0,0,3,9,9,-1,0,6,0,9,7,0,0,0,0,0,7859,0,3317,114,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,['g15'],Not_Trojan
g16,not,n3260,n3250,1,0,0,0,3,4,4,-1,0,5,0,7,6,0,0,0,0,0,24166,0,10207,353,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,1,0,0,0,0,['g16'],Not_Trojan
g17,nor,n3250,"n3246, n3256",2,0,0,0,2,5,5,-1,0,5,0,7,5,0,0,0,0,0,32025,0,13525,467,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,['g17'],Not_Trojan
g18,not,n3249,n20[1],1,0,0,1,1,10,10,-1,0,0,0,0,0,0,0,0,0,0,15718,0,6634,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,['g18'],Not_Trojan
g19,not,n3248,n20[0],1,0,0,1,1,10,10,-1,0,0,0,0,0,0,0,0,0,0,7859,0,3317,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,['g19'],Not_Trojan
g20,not,n3247,n3269,1,0,0,0,3,10,10,-1,0,1,0,1,2,0,0,0,0,0,7859,0,3317,115,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,['g20'],Not_Trojan
g21,not,n3246,n2[1],1,0,0,1,1,6,6,-1,0,0,0,0,0,0,0,0,0,0,32025,0,13525,468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,['g21'],Not_Trojan
g22,nor,n3270,"n3243, n3259",2,0,0,0,2,9,9,-1,0,1,0,1,1,0,0,0,0,0,79771,0,33687,1166,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,['g22'],Not_Trojan
g23,nor,n3269,"n3244, n3259",2,0,0,0,2,9,9,-1,0,1,0,1,1,0,0,0,0,0,39885,0,16844,583,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,['g23'],Not_Trojan
g24,or,n3259,"n3245, n3255",2,0,0,0,2,4,4,-1,0,1,0,0,1,0,0,0,0,0,120078,0,50704,1756,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,2,1,0,0,0,0,['g24'],Not_Trojan
g25,not,n3245,n2[0],1,0,0,1,1,5,5,-1,0,0,0,0,0,0,0,0,0,0,120078,0,50704,1757,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,['g25'],Not_Trojan
g26,not,n3244,n18[0],1,0,0,1,1,10,10,-1,0,0,0,0,0,0,0,0,0,0,39885,0,16844,584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,['g26'],Not_Trojan
g27,not,n3243,n18[1],1,0,0,1,1,10,10,-1,0,0,0,0,0,0,0,0,0,0,79771,0,33687,1167,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,['g27'],Not_Trojan
g28,or,n3264,"n3240, n3242",2,0,0,0,3,8,8,-1,0,64,0,89,67,5,0,0,0,0,2018,0,849,29,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,['g28'],Not_Trojan
g29,or,n3263,"n3239, n3241",2,0,0,0,3,8,8,-1,0,69,0,97,73,4,0,0,0,0,1009,0,424,14,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,['g29'],Not_Trojan
g30,nor,n3242,"n3237, n3261",2,0,0,0,2,9,9,-1,0,28,0,40,30,2,0,0,0,0,2018,0,850,29,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,['g30'],Not_Trojan
g31,nor,n3241,"n3235, n3261",2,0,0,0,2,9,9,-1,0,28,0,40,30,2,0,0,0,0,1009,0,425,14,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,['g31'],Not_Trojan
g32,nor,n3240,"n3236, n3238",2,0,0,0,3,9,9,-1,0,35,0,49,37,3,0,0,0,0,2018,0,850,29,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,['g32'],Not_Trojan
g33,nor,n3239,"n3234, n3238",2,0,0,0,3,9,9,-1,0,40,0,57,43,2,0,0,0,0,1009,0,425,14,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,['g33'],Not_Trojan
g34,not,n3261,n3238,1,0,0,0,3,3,3,-1,0,28,0,39,30,2,0,0,0,0,3821,0,1614,55,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,['g34'],Not_Trojan
g35,nor,n3238,"n3233, n3257",2,0,0,0,2,4,4,-1,0,28,0,39,29,2,0,0,0,0,6848,0,2890,98,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,1,0,0,0,0,['g35'],Not_Trojan
g36,not,n3237,n22[1],1,0,0,1,1,10,10,-1,0,0,0,0,0,0,0,0,0,0,2018,0,850,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,['g36'],Not_Trojan
g37,not,n3236,n3267,1,0,0,0,4,10,10,-1,0,7,0,9,8,1,0,0,0,0,2018,0,850,30,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,['g37'],Not_Trojan
