gate_name,gate_type,output,inputs,input_count,is_sequential,is_constant_input,has_bus_signal,level_to_input,level_to_output,level_to_output_ff,level_to_input_ff,and_gates_fanin,or_gates_fanin,nand_gates_fanin,nor_gates_fanin,not_gates_fanin,buf_gates_fanin,xor_gates_fanin,xnor_gates_fanin,diff_gates_fanin,and_gates_fanout,or_gates_fanout,nand_gates_fanout,nor_gates_fanout,not_gates_fanout,buf_gates_fanout,xor_gates_fanout,xnor_gates_fanout,diff_gates_fanout,gate_numbers,label
g0,dff,n6,"1'b1, 1'b1, n0, n2065",4,1,1,0,6,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['g0'],Not_Trojan
g1,dff,n7,"1'b1, 1'b1, n0, n2082",4,1,1,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['g1'],Not_Trojan
g2,dff,n8[0],"1'b1, 1'b1, n0, n1879",4,1,1,1,4,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['g2'],Not_Trojan
g3,dff,n8[1],"1'b1, 1'b1, n0, n1813",4,1,1,1,4,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['g3'],Not_Trojan
g4,dff,n8[2],"1'b1, 1'b1, n0, n1809",4,1,1,1,4,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['g4'],Not_Trojan
g5,dff,n8[3],"1'b1, 1'b1, n0, n1790",4,1,1,1,4,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['g5'],Not_Trojan
g6,dff,n8[4],"1'b1, 1'b1, n0, n1761",4,1,1,1,4,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['g6'],Not_Trojan
g7,dff,n8[5],"1'b1, 1'b1, n0, n1745",4,1,1,1,4,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['g7'],Not_Trojan
g8,dff,n8[6],"1'b1, 1'b1, n0, n1742",4,1,1,1,4,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['g8'],Not_Trojan
g9,dff,n8[7],"1'b1, 1'b1, n0, n1736",4,1,1,1,4,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['g9'],Not_Trojan
g10,dff,n8[8],"1'b1, 1'b1, n0, n1719",4,1,1,1,4,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['g10'],Not_Trojan
g11,dff,n8[9],"1'b1, 1'b1, n0, n1713",4,1,1,1,4,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['g11'],Not_Trojan
g12,dff,n8[10],"1'b1, 1'b1, n0, n1670",4,1,1,1,4,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['g12'],Not_Trojan
g13,dff,n8[11],"1'b1, 1'b1, n0, n1660",4,1,1,1,4,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['g13'],Not_Trojan
g14,dff,n8[12],"1'b1, 1'b1, n0, n1632",4,1,1,1,4,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['g14'],Not_Trojan
g15,dff,n8[13],"1'b1, 1'b1, n0, n2003",4,1,1,1,4,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['g15'],Not_Trojan
g16,dff,n8[14],"1'b1, 1'b1, n0, n1969",4,1,1,1,4,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['g16'],Not_Trojan
g17,dff,n8[15],"1'b1, 1'b1, n0, n1956",4,1,1,1,4,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['g17'],Not_Trojan
g18,dff,n9[0],"1'b1, 1'b1, n0, n1920",4,1,1,1,4,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['g18'],Not_Trojan
g19,dff,n9[1],"1'b1, 1'b1, n0, n1894",4,1,1,1,4,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['g19'],Not_Trojan
g20,dff,n9[2],"1'b1, 1'b1, n0, n1874",4,1,1,1,4,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['g20'],Not_Trojan
g21,dff,n9[3],"1'b1, 1'b1, n0, n1870",4,1,1,1,4,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['g21'],Not_Trojan
g22,dff,n9[4],"1'b1, 1'b1, n0, n1864",4,1,1,1,4,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['g22'],Not_Trojan
g23,dff,n9[5],"1'b1, 1'b1, n0, n1856",4,1,1,1,4,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['g23'],Not_Trojan
g24,dff,n9[6],"1'b1, 1'b1, n0, n1847",4,1,1,1,4,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['g24'],Not_Trojan
g25,dff,n9[7],"1'b1, 1'b1, n0, n1838",4,1,1,1,4,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['g25'],Not_Trojan
g26,dff,n9[8],"1'b1, 1'b1, n0, n1828",4,1,1,1,4,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['g26'],Not_Trojan
g27,dff,n9[9],"1'b1, 1'b1, n0, n1827",4,1,1,1,4,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['g27'],Not_Trojan
g28,dff,n9[10],"1'b1, 1'b1, n0, n1821",4,1,1,1,4,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['g28'],Not_Trojan
g29,dff,n9[11],"1'b1, 1'b1, n0, n1812",4,1,1,1,4,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['g29'],Not_Trojan
g30,dff,n9[12],"1'b1, 1'b1, n0, n1801",4,1,1,1,4,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['g30'],Not_Trojan
g31,dff,n9[13],"1'b1, 1'b1, n0, n1797",4,1,1,1,4,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['g31'],Not_Trojan
g32,dff,n9[14],"1'b1, 1'b1, n0, n1789",4,1,1,1,4,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['g32'],Not_Trojan
g33,dff,n9[15],"1'b1, 1'b1, n0, n1785",4,1,1,1,4,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['g33'],Not_Trojan
g34,dff,n10[0],"1'b1, 1'b1, n0, n1769",4,1,1,1,4,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['g34'],Not_Trojan
g35,dff,n10[1],"1'b1, 1'b1, n0, n1763",4,1,1,1,4,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['g35'],Not_Trojan
g36,dff,n10[2],"1'b1, 1'b1, n0, n1760",4,1,1,1,4,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['g36'],Not_Trojan
g37,dff,n10[3],"1'b1, 1'b1, n0, n1756",4,1,1,1,4,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['g37'],Not_Trojan
g38,dff,n10[4],"1'b1, 1'b1, n0, n1754",4,1,1,1,4,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['g38'],Not_Trojan
g39,dff,n10[5],"1'b1, 1'b1, n0, n1751",4,1,1,1,4,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['g39'],Not_Trojan
g40,dff,n10[6],"1'b1, 1'b1, n0, n1748",4,1,1,1,4,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['g40'],Not_Trojan
g41,dff,n10[7],"1'b1, 1'b1, n0, n1744",4,1,1,1,4,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['g41'],Not_Trojan
g42,dff,n10[8],"1'b1, 1'b1, n0, n1740",4,1,1,1,4,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['g42'],Not_Trojan
g43,dff,n10[9],"1'b1, 1'b1, n0, n1734",4,1,1,1,4,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['g43'],Not_Trojan
g44,dff,n10[10],"1'b1, 1'b1, n0, n1733",4,1,1,1,4,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['g44'],Not_Trojan
g45,dff,n10[11],"1'b1, 1'b1, n0, n1730",4,1,1,1,4,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['g45'],Not_Trojan
g46,dff,n10[12],"1'b1, 1'b1, n0, n1727",4,1,1,1,4,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['g46'],Not_Trojan
g47,dff,n10[13],"1'b1, 1'b1, n0, n1724",4,1,1,1,4,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['g47'],Not_Trojan
g48,dff,n10[14],"1'b1, 1'b1, n0, n1722",4,1,1,1,4,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['g48'],Not_Trojan
g49,dff,n10[15],"1'b1, 1'b1, n0, n1716",4,1,1,1,4,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['g49'],Not_Trojan
g50,dff,n11[0],"1'b1, 1'b1, n0, n1712",4,1,1,1,4,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['g50'],Not_Trojan
g51,dff,n11[1],"1'b1, 1'b1, n0, n1703",4,1,1,1,4,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['g51'],Not_Trojan
g52,dff,n11[2],"1'b1, 1'b1, n0, n1695",4,1,1,1,4,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['g52'],Not_Trojan
g53,dff,n11[3],"1'b1, 1'b1, n0, n1692",4,1,1,1,4,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['g53'],Not_Trojan
g54,dff,n11[4],"1'b1, 1'b1, n0, n1681",4,1,1,1,4,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['g54'],Not_Trojan
g55,dff,n11[5],"1'b1, 1'b1, n0, n1675",4,1,1,1,4,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['g55'],Not_Trojan
g56,dff,n11[6],"1'b1, 1'b1, n0, n1667",4,1,1,1,4,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['g56'],Not_Trojan
g57,dff,n11[7],"1'b1, 1'b1, n0, n1656",4,1,1,1,4,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['g57'],Not_Trojan
g58,dff,n11[8],"1'b1, 1'b1, n0, n1650",4,1,1,1,4,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['g58'],Not_Trojan
g59,dff,n11[9],"1'b1, 1'b1, n0, n1642",4,1,1,1,4,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['g59'],Not_Trojan
g60,dff,n11[10],"1'b1, 1'b1, n0, n1634",4,1,1,1,4,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['g60'],Not_Trojan
g61,dff,n11[11],"1'b1, 1'b1, n0, n1627",4,1,1,1,4,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['g61'],Not_Trojan
