gate_name,gate_type,output,inputs,input_count,is_sequential,is_constant_input,has_bus_signal,level_to_input,level_to_output,level_to_output_ff,level_to_input_ff,and_gates_fanin,or_gates_fanin,nand_gates_fanin,nor_gates_fanin,not_gates_fanin,buf_gates_fanin,xor_gates_fanin,xnor_gates_fanin,dff_gates_fanin,and_gates_fanout,or_gates_fanout,nand_gates_fanout,nor_gates_fanout,not_gates_fanout,buf_gates_fanout,xor_gates_fanout,xnor_gates_fanout,dff_gates_fanout,and_gates_prelevel,or_gates_prelevel,nand_gates_prelevel,nor_gates_prelevel,not_gates_prelevel,buf_gates_prelevel,xor_gates_prelevel,xnor_gates_prelevel,dff_gates_prelevel,and_gates_postlevel,or_gates_postlevel,nand_gates_postlevel,nor_gates_postlevel,not_gates_postlevel,buf_gates_postlevel,xor_gates_postlevel,xnor_gates_postlevel,dff_gates_postlevel,gate_numbers,label
g0,dff,n21[2],"n1, 1'b1, n0, n109",4,1,1,1,1,6,0,1,0,0,0,0,0,0,1,0,1,0,34,0,13,7,0,1,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,['g0'],Not_Trojan
g1,dff,n30[13],"n1, 1'b1, n0, n30[5]",4,1,1,1,1,7,0,1,0,0,0,0,0,0,0,0,1,0,3,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,['g1'],Not_Trojan
g2,or,n416,"n239, n410",2,0,0,0,4,6,2,4,0,43,0,29,57,0,2,8,0,0,5,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,['g2'],Not_Trojan
g3,not,n60,n30[14],1,0,0,1,2,7,6,2,0,0,0,0,1,0,0,0,0,0,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,['g3'],Not_Trojan
g4,dff,n17[7],"n1, 1'b1, n0, n27[7]",4,1,1,1,1,7,0,1,0,0,0,0,0,0,0,0,1,0,5,0,4,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,['g4'],Not_Trojan
g5,not,n485,n18[2],1,0,0,1,2,5,5,2,0,0,0,0,1,0,0,0,0,0,34,0,13,7,0,1,6,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,['g5'],Not_Trojan
g6,not,n186,n31[2],1,0,0,1,2,10,5,2,0,0,0,0,1,0,0,0,0,0,6,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,['g6'],Not_Trojan
g7,xnor,n113,"n2[2], n3[2]",2,0,0,1,1,9,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,['g7'],Not_Trojan
g8,dff,n39[2],"n1, 1'b1, n0, n96",4,1,1,1,1,8,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,['g8'],Not_Trojan
g9,xor,n138,"n2[5], n3[5]",2,0,0,1,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,['g9'],Not_Trojan
g10,dff,n30[8],"n1, 1'b1, n0, n30[0]",4,1,1,1,1,7,0,1,0,0,0,0,0,0,0,0,1,0,2,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,['g10'],Not_Trojan
g11,nor,n239,"n181, n214",2,0,0,0,3,7,3,3,0,2,0,1,4,0,0,0,0,0,5,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,['g11'],Not_Trojan
g12,dff,n29[3],"n1, 1'b1, n0, n29[1]",4,1,1,1,1,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,['g12'],Not_Trojan
g13,or,n65,"n53, n30[11]",2,0,0,1,2,6,5,2,0,1,0,0,1,0,0,0,0,0,3,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,['g13'],Not_Trojan
g14,dff,n40[0],"n1, 1'b1, n0, n93",4,1,1,1,1,8,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,['g14'],Not_Trojan
g15,or,n529,"n525, n524",2,0,0,0,6,3,3,4,0,3,0,0,4,0,0,0,0,0,2,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,['g15'],Trojan
g16,nor,n351,"n347, n343",2,0,0,0,6,2,2,5,0,18,0,13,24,0,0,0,0,0,13,0,9,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,['g16'],Not_Trojan
g17,nor,n252,"n194, n212",2,0,0,0,3,8,4,3,0,2,0,1,3,0,0,0,0,0,6,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,['g17'],Not_Trojan
