gate_name,gate_type,output,inputs,input_count,is_sequential,is_constant_input,has_bus_signal,level_to_input,level_to_output,level_to_output_ff,level_to_input_ff
g0,not,n2346,n1,1,0,0,0,1,5,3,-1
g1,or,n2482,"n2260, n2345",2,0,0,0,5,6,6,4
g2,or,n2481,"n2256, n2344",2,0,0,0,5,7,7,4
g3,or,n2480,"n2252, n2343",2,0,0,0,5,6,6,4
g4,or,n2479,"n2268, n2342",2,0,0,0,5,6,6,4
g5,nor,n2345,"n2150, n2341",2,0,0,0,4,7,7,4
g6,nor,n2344,"n2150, n2340",2,0,0,0,4,8,8,4
g7,nor,n2343,"n2150, n2339",2,0,0,0,4,7,7,4
g8,nor,n2342,"n2150, n2338",2,0,0,0,4,7,7,4
g9,or,n2483,"n2234, n2320",2,0,0,0,5,6,6,4
g10,or,n2517,"n2276, n2334",2,0,0,0,5,6,6,4
g11,or,n2491,"n2275, n2335",2,0,0,0,5,6,6,4
g12,or,n2490,"n2274, n2332",2,0,0,0,5,6,6,4
g13,or,n2516,"n2245, n2329",2,0,0,0,5,6,6,4
g14,or,n2489,"n2272, n2331",2,0,0,0,5,6,6,4
g15,or,n2529,"n2269, n2326",2,0,0,0,5,5,5,4
g16,or,n2515,"n2225, n2327",2,0,0,0,5,6,6,4
g17,or,n2488,"n2270, n2330",2,0,0,0,5,6,6,4
g18,or,n2487,"n2217, n2328",2,0,0,0,5,6,6,4
g19,or,n2514,"n2266, n2322",2,0,0,0,5,6,6,4
g20,or,n2486,"n2267, n2325",2,0,0,0,5,6,6,4
g21,or,n2535,"n2257, n2313",2,0,0,0,5,5,5,4
g22,or,n2485,"n2265, n2323",2,0,0,0,5,6,6,4
g23,or,n2484,"n2263, n2321",2,0,0,0,5,6,6,4
g24,or,n2528,"n2262, n2318",2,0,0,0,5,5,5,4
g25,or,n2536,"n2271, n2324",2,0,0,0,5,6,6,4
g26,or,n2513,"n2261, n2319",2,0,0,0,5,6,6,4
g27,or,n2542,"n2241, n2316",2,0,0,0,5,5,5,4
g28,or,n2527,"n2255, n2314",2,0,0,0,5,6,6,4
g29,or,n2512,"n2258, n2317",2,0,0,0,5,6,6,4
g30,or,n2541,"n2264, n2308",2,0,0,0,5,6,6,4
g31,or,n2539,"n2259, n2311",2,0,0,0,5,6,6,4
g32,or,n2511,"n2254, n2315",2,0,0,0,5,6,6,4
g33,or,n2534,"n2273, n2304",2,0,0,0,5,5,5,4
g34,or,n2510,"n2251, n2312",2,0,0,0,5,6,6,4
g35,or,n2526,"n2249, n2309",2,0,0,0,5,5,5,4
g36,or,n2538,"n2230, n2301",2,0,0,0,5,5,5,4
g37,or,n2509,"n2248, n2310",2,0,0,0,5,6,6,4
g38,or,n2508,"n2247, n2307",2,0,0,0,5,6,6,4
g39,or,n2525,"n2244, n2337",2,0,0,0,5,6,6,4
g40,or,n2507,"n2243, n2306",2,0,0,0,5,6,6,4
g41,or,n2537,"n2220, n2280",2,0,0,0,5,6,6,4
g42,or,n2524,"n2240, n2299",2,0,0,0,5,6,6,4
g43,or,n2505,"n2239, n2302",2,0,0,0,5,6,6,4
g44,or,n2540,"n2223, n2305",2,0,0,0,5,6,6,4
g45,or,n2533,"n2238, n2296",2,0,0,0,5,6,6,4
g46,or,n2523,"n2236, n2297",2,0,0,0,5,6,6,4
g47,or,n2504,"n2237, n2300",2,0,0,0,5,6,6,4
g48,or,n2503,"n2235, n2298",2,0,0,0,5,6,6,4
g49,or,n2522,"n2232, n2294",2,0,0,0,5,6,6,4
g50,or,n2502,"n2233, n2295",2,0,0,0,5,6,6,4
g51,or,n2532,"n2228, n2285",2,0,0,0,5,5,5,4
g52,or,n2501,"n2231, n2293",2,0,0,0,5,6,6,4
g53,or,n2500,"n2229, n2292",2,0,0,0,5,6,6,4
g54,or,n2521,"n2227, n2290",2,0,0,0,5,6,6,4
g55,or,n2499,"n2226, n2291",2,0,0,0,5,6,6,4
g56,or,n2498,"n2224, n2289",2,0,0,0,5,6,6,4
g57,or,n2506,"n2242, n2303",2,0,0,0,5,6,6,4
g58,or,n2531,"n2218, n2282",2,0,0,0,5,6,6,4
g59,or,n2520,"n2222, n2287",2,0,0,0,5,6,6,4
g60,or,n2497,"n2221, n2288",2,0,0,0,5,6,6,4
g61,or,n2519,"n2253, n2283",2,0,0,0,5,6,6,4
g62,or,n2496,"n2219, n2286",2,0,0,0,5,6,6,4
g63,or,n2495,"n2246, n2284",2,0,0,0,5,6,6,4
g64,or,n2530,"n2277, n2333",2,0,0,0,5,6,6,4
g65,or,n2518,"n2215, n2278",2,0,0,0,5,6,6,4
g66,or,n2494,"n2216, n2281",2,0,0,0,5,6,6,4
g67,or,n2493,"n2250, n2279",2,0,0,0,5,6,6,4
g68,or,n2492,"n2214, n2336",2,0,0,0,5,6,6,4
g69,xnor,n2341,"n6[3], n2603",2,0,0,1,3,8,8,3
g70,xnor,n2340,"n6[2], n2604",2,0,0,1,3,9,9,3
g71,xnor,n2339,"n6[1], n2605",2,0,0,1,3,8,8,3
g72,xnor,n2338,"n6[0], n2606",2,0,0,1,3,8,8,3
g73,nor,n2337,"n2163, n2146",2,0,0,0,4,7,7,4
g74,nor,n2336,"n2185, n2150",2,0,0,0,4,7,7,4
g75,nor,n2335,"n2138, n2145",2,0,0,0,4,7,7,4
g76,nor,n2334,"n2192, n2146",2,0,0,0,4,7,7,4
g77,nor,n2333,"n2137, n2144",2,0,0,0,4,7,7,4
g78,nor,n2332,"n2209, n2147",2,0,0,0,4,7,7,4
g79,nor,n2331,"n2210, n2149",2,0,0,0,4,7,7,4
g80,nor,n2330,"n2175, n2148",2,0,0,0,4,7,7,4
g81,nor,n2329,"n2124, n2144",2,0,0,0,4,7,7,4
g82,nor,n2328,"n2199, n2145",2,0,0,0,4,7,7,4
g83,nor,n2327,"n2129, n2147",2,0,0,0,4,7,7,4
g84,nor,n2326,"n2190, n2144",2,0,0,0,4,6,6,4
g85,nor,n2325,"n2179, n2148",2,0,0,0,4,7,7,4
g86,nor,n2324,"n2184, n2143",2,0,0,0,4,7,7,4
g87,nor,n2323,"n2186, n2143",2,0,0,0,4,7,7,4
g88,nor,n2322,"n2202, n2146",2,0,0,0,4,7,7,4
g89,nor,n2321,"n2092, n2143",2,0,0,0,4,7,7,4
g90,nor,n2320,"n2188, n2143",2,0,0,0,4,7,7,4
g91,nor,n2319,"n2166, n2146",2,0,0,0,4,7,7,4
g92,nor,n2318,"n2168, n2143",2,0,0,0,4,6,6,4
g93,nor,n2317,"n2099, n2148",2,0,0,0,4,7,7,4
g94,nor,n2316,"n2123, n2144",2,0,0,0,4,6,6,4
g95,nor,n2315,"n2104, n2148",2,0,0,0,4,7,7,4
g96,nor,n2314,"n2094, n2147",2,0,0,0,4,7,7,4
g97,nor,n2313,"n2125, n2144",2,0,0,0,4,6,6,4
g98,nor,n2312,"n2206, n2150",2,0,0,0,4,7,7,4
g99,nor,n2311,"n2120, n2146",2,0,0,0,4,7,7,4
g100,nor,n2310,"n2085, n2147",2,0,0,0,4,7,7,4
g101,nor,n2309,"n2121, n2149",2,0,0,0,4,6,6,4
g102,nor,n2308,"n2157, n2147",2,0,0,0,4,7,7,4
g103,nor,n2307,"n2096, n2147",2,0,0,0,4,7,7,4
g104,nor,n2306,"n2117, n2146",2,0,0,0,4,7,7,4
g105,nor,n2305,"n2153, n2145",2,0,0,0,4,7,7,4
g106,nor,n2304,"n2160, n2150",2,0,0,0,4,6,6,4
g107,nor,n2303,"n2159, n2144",2,0,0,0,4,7,7,4
g108,nor,n2302,"n2113, n2148",2,0,0,0,4,7,7,4
g109,nor,n2301,"n2136, n2148",2,0,0,0,4,6,6,4
g110,nor,n2300,"n2132, n2148",2,0,0,0,4,7,7,4
g111,nor,n2299,"n2087, n2143",2,0,0,0,4,7,7,4
