gate_name,gate_type,output,inputs,input_count,is_sequential,is_constant_input,has_bus_signal,level_to_input,level_to_output,level_to_output_ff,level_to_input_ff
g0,buf,n13[4],1'b0,1,0,1,1,-1,0,-1,-1
g1,buf,n13[5],1'b0,1,0,1,1,-1,0,-1,-1
g2,buf,n13[6],1'b0,1,0,1,1,-1,0,-1,-1
g3,buf,n13[7],1'b0,1,0,1,1,-1,0,-1,-1
g4,buf,n12[0],1'b0,1,0,1,1,-1,0,-1,-1
g5,buf,n12[1],1'b0,1,0,1,1,-1,0,-1,-1
g6,buf,n12[2],1'b0,1,0,1,1,-1,0,-1,-1
g7,not,n2374,n2425,1,0,0,0,2,-1,-1,-1
g8,not,n2373,n2411,1,0,0,0,4,6,-1,-1
g9,not,n2372,n2396,1,0,0,0,4,6,-1,-1
g10,not,n2371,n2397,1,0,0,0,4,4,-1,-1
g11,not,n2370,n2410,1,0,0,0,4,5,-1,-1
g12,or,n10,"n2494, n2368",2,0,0,0,3,-1,-1,-1
g13,or,n8,"n2377, n2369",2,0,0,0,2,-1,-1,-1
g14,nor,n2369,"n2367, n2364",2,0,0,0,3,-1,-1,-1
g15,nor,n2368,"n2366, n2365",2,0,0,0,2,-1,-1,-1
g16,or,n2367,"n2363, n2428",2,0,0,0,7,-1,-1,-1
g17,or,n2366,"n2362, n3",2,0,0,0,1,-1,-1,-1
g18,or,n2364,"n2493, n2376",2,0,0,0,2,-1,-1,-1
g19,not,n2363,n2426,1,0,0,0,6,-1,-1,-1
g20,not,n2362,n2428,1,0,0,0,7,-1,-1,-1
g21,nor,n2410,"n2348, n2361",2,0,0,0,3,6,-1,-1
g22,nor,n2396,"n2346, n2360",2,0,0,0,3,4,-1,-1
g23,nor,n2397,"n2339, n2358",2,0,0,0,3,4,-1,-1
g24,nor,n2411,"n2340, n2359",2,0,0,0,3,4,-1,-1
g25,or,n2361,"n2321, n2356",2,0,0,0,3,7,-1,-1
g26,or,n2360,"n2328, n2355",2,0,0,0,2,5,-1,-1
g27,or,n2359,"n2312, n2354",2,0,0,0,2,5,-1,-1
g28,or,n2358,"n2306, n2357",2,0,0,0,2,5,-1,-1
g29,or,n2357,"n2334, n2353",2,0,0,0,2,6,-1,-1
g30,or,n2356,"n2325, n2351",2,0,0,0,2,8,-1,-1
g31,or,n2355,"n2326, n2352",2,0,0,0,2,6,-1,-1
g32,or,n2354,"n2309, n2350",2,0,0,0,2,6,-1,-1
g33,or,n2353,"n2345, n2344",2,0,0,0,3,7,-1,-1
g34,or,n2352,"n2343, n2342",2,0,0,0,3,7,-1,-1
g35,or,n2351,"n2341, n2347",2,0,0,0,3,9,-1,-1
g36,or,n2350,"n2338, n2349",2,0,0,0,3,7,-1,-1
g37,or,n2349,"n2336, n2335",2,0,0,0,2,8,-1,-1
g38,or,n2348,"n2330, n2308",2,0,0,0,2,7,-1,-1
g39,or,n2347,"n2329, n2313",2,0,0,0,2,10,-1,-1
g40,or,n2346,"n2333, n2331",2,0,0,0,2,5,-1,-1
g41,or,n2345,"n2332, n2327",2,0,0,0,2,8,-1,-1
g42,or,n2344,"n2323, n2319",2,0,0,0,2,8,-1,-1
g43,or,n2343,"n2324, n2337",2,0,0,0,2,8,-1,-1
g44,or,n2342,"n2318, n2317",2,0,0,0,2,8,-1,-1
g45,or,n2341,"n2311, n2322",2,0,0,0,2,10,-1,-1
g46,or,n2340,"n2316, n2314",2,0,0,0,2,5,-1,-1
g47,or,n2339,"n2315, n2310",2,0,0,0,2,5,-1,-1
g48,or,n2338,"n2307, n2320",2,0,0,0,2,8,-1,-1
g49,xor,n2337,"n0[30], n1[30]",2,0,0,1,1,9,-1,-1
g50,xor,n2336,"n0[9], n1[9]",2,0,0,1,1,9,-1,-1
g51,xor,n2335,"n0[8], n1[8]",2,0,0,1,1,9,-1,-1
g52,xor,n2334,"n0[22], n1[22]",2,0,0,1,1,7,-1,-1
g53,xor,n2333,"n0[27], n1[27]",2,0,0,1,1,6,-1,-1
g54,xor,n2332,"n0[19], n1[19]",2,0,0,1,1,9,-1,-1
g55,xor,n2331,"n0[26], n1[26]",2,0,0,1,1,6,-1,-1
g56,xor,n2330,"n0[2], n1[2]",2,0,0,1,1,8,-1,-1
g57,xor,n2329,"n0[5], n1[5]",2,0,0,1,1,11,-1,-1
g58,xor,n2328,"n0[24], n1[24]",2,0,0,1,1,6,-1,-1
g59,xor,n2327,"n0[18], n1[18]",2,0,0,1,1,9,-1,-1
g60,xor,n2326,"n0[25], n1[25]",2,0,0,1,1,7,-1,-1
g61,xor,n2325,"n0[3], n1[3]",2,0,0,1,1,9,-1,-1
g62,xor,n2324,"n0[31], n1[31]",2,0,0,1,1,9,-1,-1
g63,xor,n2323,"n0[17], n1[17]",2,0,0,1,1,9,-1,-1
