gate_name,gate_type,output,inputs,input_count,is_sequential,is_constant_input,has_bus_signal,level_to_input,level_to_output,level_to_output_ff,level_to_input_ff,and_gates_fanin,or_gates_fanin,nand_gates_fanin,nor_gates_fanin,not_gates_fanin,buf_gates_fanin,xor_gates_fanin,xnor_gates_fanin,dff_gates_fanin,and_gates_fanout,or_gates_fanout,nand_gates_fanout,nor_gates_fanout,not_gates_fanout,buf_gates_fanout,xor_gates_fanout,xnor_gates_fanout,dff_gates_fanout,and_gates_prelevel,or_gates_prelevel,nand_gates_prelevel,nor_gates_prelevel,not_gates_prelevel,buf_gates_prelevel,xor_gates_prelevel,xnor_gates_prelevel,dff_gates_prelevel,and_gates_postlevel,or_gates_postlevel,nand_gates_postlevel,nor_gates_postlevel,not_gates_postlevel,buf_gates_postlevel,xor_gates_postlevel,xnor_gates_postlevel,dff_gates_postlevel
g0,not,n1693,n1877,1,0,0,0,10,6,6,2,0,0,0,0,1,0,0,0,0,0,59,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
g1,or,n1704,"n1692, n1670",2,0,0,0,4,4,4,4,0,1,0,11,11,2,0,1,0,0,156,0,56,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0
g2,or,n1703,"n1683, n1662",2,0,0,0,4,4,4,4,0,1,0,10,10,2,0,1,0,0,156,0,58,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0
g3,or,n1698,"n1689, n1665",2,0,0,0,4,4,4,4,0,1,0,5,5,2,0,1,0,0,156,0,68,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0
g4,or,n1724,"n1690, n1669",2,0,0,0,3,8,8,3,0,1,0,9,9,0,0,1,0,0,160,0,60,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0
g5,or,n1723,"n1688, n1666",2,0,0,0,3,8,8,3,0,1,0,8,8,0,0,1,0,0,160,0,62,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0
g6,or,n1722,"n1687, n1663",2,0,0,0,3,8,8,3,0,1,0,7,7,0,0,1,0,0,160,0,64,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0
g7,or,n1701,"n1685, n1659",2,0,0,0,4,4,4,4,0,1,0,8,8,2,0,1,0,0,156,0,62,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0
g8,or,n1697,"n1686, n1661",2,0,0,0,4,4,4,4,0,1,0,4,4,2,0,1,0,0,156,0,70,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0
g9,or,n1721,"n1684, n1668",2,0,0,0,3,8,8,3,0,1,0,6,6,0,0,1,0,0,160,0,66,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0
