gate_name,gate_type,output,inputs,input_count,is_sequential,is_constant_input,has_bus_signal,level_to_input,level_to_output,level_to_output_ff,level_to_input_ff,and_gates_fanin,or_gates_fanin,nand_gates_fanin,nor_gates_fanin,not_gates_fanin,buf_gates_fanin,xor_gates_fanin,xnor_gates_fanin,dff_gates_fanin,and_gates_fanout,or_gates_fanout,nand_gates_fanout,nor_gates_fanout,not_gates_fanout,buf_gates_fanout,xor_gates_fanout,xnor_gates_fanout,dff_gates_fanout,and_gates_prelevel,or_gates_prelevel,nand_gates_prelevel,nor_gates_prelevel,not_gates_prelevel,buf_gates_prelevel,xor_gates_prelevel,xnor_gates_prelevel,dff_gates_prelevel,and_gates_postlevel,or_gates_postlevel,nand_gates_postlevel,nor_gates_postlevel,not_gates_postlevel,buf_gates_postlevel,xor_gates_postlevel,xnor_gates_postlevel,dff_gates_postlevel
g0,nor,n106,"n11[11], n104",2,0,0,1,5,23,4,2,0,0,0,11,20,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
g1,or,n18,"n11[2], n11[1]",2,0,0,1,5,19,15,2,0,1,0,0,0,0,0,0,0,0,5,0,24,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0
g2,nor,n350,"n88, n89",2,0,0,0,6,25,3,3,0,0,0,11,18,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
g3,dff,n13[12],"n390, 1'b1, n0, n386",4,1,1,1,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g4,or,n209,"n10[1], n205",2,0,0,1,4,14,10,2,0,1,0,1,3,0,0,0,0,0,5,0,20,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
g5,dff,n6[7],"1'b1, 1'b1, n0, n309",4,1,1,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g6,nor,n27,"n15, n26",2,0,0,0,6,17,13,3,0,9,0,2,1,0,0,0,0,0,4,0,23,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
g7,not,n39,n12[4],1,0,0,1,4,17,7,2,0,0,0,0,1,0,0,0,0,0,0,0,28,9,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
g8,not,n121,n370,1,0,0,0,6,11,7,4,0,13,0,2,7,0,0,0,0,0,0,0,21,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
g9,dff,n11[6],"1'b1, 1'b1, n0, n224",4,1,1,1,4,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g10,nor,n104,"n73, n102",2,0,0,0,6,23,4,3,0,0,0,10,20,0,0,0,0,0,0,0,28,14,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,1,0,0,0,0
g11,xor,n379,"n8[37], n14[5]",2,0,0,1,2,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
g12,dff,n6[10],"1'b1, 1'b1, n0, n304",4,1,1,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g13,not,n125,n353,1,0,0,0,7,27,2,4,0,0,0,17,31,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
