gate_name,gate_type,output,inputs,input_count,is_sequential,is_constant_input,has_bus_signal,level_to_input,level_to_output,level_to_output_ff,level_to_input_ff,and_gates_fanin,or_gates_fanin,nand_gates_fanin,nor_gates_fanin,not_gates_fanin,buf_gates_fanin,xor_gates_fanin,xnor_gates_fanin,diff_gates_fanin,and_gates_fanout,or_gates_fanout,nand_gates_fanout,nor_gates_fanout,not_gates_fanout,buf_gates_fanout,xor_gates_fanout,xnor_gates_fanout,diff_gates_fanout
g0,not,n2959,n6[1],1,0,0,1,4,10,10,3,0,50436,0,40212,8095,0,12,8178,0,0,0,0,0,1,1,0,0,0
g1,or,n3089,"n2926, n2852",2,0,0,0,3,6,6,4,0,779,0,623,129,0,2,124,0,0,1,0,2,5,2,0,0,0
g2,or,n3150,"n2938, n2821",2,0,0,0,3,6,6,4,0,21,0,13,3,0,0,4,0,0,1,0,2,5,2,0,0,0
g3,or,n3148,"n2931, n2838",2,0,0,0,3,6,6,4,0,46,0,33,7,0,0,8,0,0,1,0,2,5,2,0,0,0
g4,or,n3145,"n2942, n2890",2,0,0,0,3,6,6,4,0,85,0,63,13,0,0,14,0,0,1,0,2,5,2,0,0,0
g5,or,n3126,"n2949, n2870",2,0,0,0,3,6,6,4,0,317,0,253,51,0,0,52,0,0,1,0,2,5,2,0,0,0
g6,or,n3100,"n2948, n2872",2,0,0,0,3,6,6,4,0,647,0,513,103,0,0,104,0,0,1,0,2,5,2,0,0,0
g7,or,n3157,"n2954, n2876",2,0,0,0,3,6,6,4,0,731,0,583,117,0,0,118,0,0,1,0,2,5,2,0,0,0
g8,or,n3156,"n2954, n2874",2,0,0,0,3,6,6,4,0,743,0,593,119,0,0,120,0,0,1,0,2,5,2,0,0,0
g9,or,n3155,"n2954, n2873",2,0,0,0,3,6,6,4,0,755,0,603,121,0,1,121,0,0,1,0,2,5,2,0,0,0
g10,or,n3099,"n2947, n2867",2,0,0,0,3,6,6,4,0,659,0,523,105,0,0,106,0,0,1,0,2,5,2,0,0,0
g11,or,n3154,"n2954, n2871",2,0,0,0,3,6,6,4,0,767,0,613,126,0,2,122,0,0,1,0,2,5,2,0,0,0
g12,or,n3153,"n2954, n2869",2,0,0,0,3,6,6,4,0,779,0,623,129,0,2,124,0,0,1,0,2,5,2,0,0,0
g13,or,n3125,"n2946, n2865",2,0,0,0,3,6,6,4,0,329,0,263,53,0,0,54,0,0,1,0,2,5,2,0,0,0
g14,or,n3152,"n2954, n2878",2,0,0,0,3,6,6,4,0,407,0,323,68,0,1,62,0,0,1,0,2,5,2,0,0,0
g15,or,n3098,"n2945, n2866",2,0,0,0,3,6,6,4,0,671,0,533,107,0,0,108,0,0,1,0,2,5,2,0,0,0
g16,or,n3138,"n2943, n2861",2,0,0,0,3,6,6,4,0,170,0,133,27,0,0,28,0,0,1,0,2,5,2,0,0,0
g17,or,n3124,"n2941, n2862",2,0,0,0,3,6,6,4,0,341,0,273,55,0,0,56,0,0,1,0,2,5,2,0,0,0
g18,or,n3097,"n2944, n2864",2,0,0,0,3,6,6,4,0,683,0,543,109,0,0,110,0,0,1,0,2,5,2,0,0,0
g19,or,n3096,"n2940, n2863",2,0,0,0,3,6,6,4,0,695,0,553,111,0,0,112,0,0,1,0,2,5,2,0,0,0
g20,or,n3123,"n2937, n2895",2,0,0,0,3,6,6,4,0,353,0,283,57,0,0,58,0,0,1,0,2,5,2,0,0,0
g21,or,n3095,"n2939, n2860",2,0,0,0,3,6,6,4,0,707,0,563,113,0,0,114,0,0,1,0,2,5,2,0,0,0
g22,or,n3144,"n2927, n2845",2,0,0,0,3,6,6,4,0,97,0,73,15,0,0,16,0,0,1,0,2,5,2,0,0,0
g23,or,n3137,"n2934, n2759",2,0,0,0,3,6,6,4,0,184,0,143,29,0,0,30,0,0,1,0,2,5,2,0,0,0
g24,or,n3094,"n2936, n2884",2,0,0,0,3,6,6,4,0,719,0,573,115,0,0,116,0,0,1,0,2,5,2,0,0,0
g25,or,n3093,"n2935, n2901",2,0,0,0,3,6,6,4,0,731,0,583,117,0,0,118,0,0,1,0,2,5,2,0,0,0
g26,or,n3122,"n2933, n2950",2,0,0,0,3,6,6,4,0,365,0,293,59,0,0,60,0,0,1,0,2,5,2,0,0,0
g27,or,n3092,"n2932, n2916",2,0,0,0,3,6,6,4,0,743,0,593,119,0,0,120,0,0,1,0,2,5,2,0,0,0
g28,or,n3091,"n2930, n2857",2,0,0,0,3,6,6,4,0,755,0,603,121,0,1,121,0,0,1,0,2,5,2,0,0,0
g29,or,n3136,"n2925, n2847",2,0,0,0,3,6,6,4,0,197,0,153,31,0,0,32,0,0,1,0,2,5,2,0,0,0
g30,or,n3121,"n2929, n2854",2,0,0,0,3,6,6,4,0,377,0,303,61,0,0,62,0,0,1,0,2,5,2,0,0,0
g31,or,n3090,"n2928, n2855",2,0,0,0,3,6,6,4,0,767,0,613,126,0,2,122,0,0,1,0,2,5,2,0,0,0
g32,or,n3120,"n2923, n2848",2,0,0,0,3,6,6,4,0,389,0,313,63,0,0,64,0,0,1,0,2,5,2,0,0,0
g33,or,n3151,"n2924, n2827",2,0,0,0,3,6,6,4,0,8,0,3,1,0,0,2,0,0,1,0,2,5,2,0,0,0
g34,or,n3088,"n2922, n2849",2,0,0,0,3,6,6,4,0,407,0,323,68,0,1,62,0,0,1,0,2,5,2,0,0,0
g35,or,n3147,"n2906, n2794",2,0,0,0,3,6,6,4,0,59,0,43,9,0,0,10,0,0,1,0,2,5,2,0,0,0
g36,or,n3143,"n2914, n2818",2,0,0,0,3,6,6,4,0,109,0,83,17,0,0,18,0,0,1,0,2,5,2,0,0,0
g37,or,n3135,"n2919, n2833",2,0,0,0,3,6,6,4,0,209,0,163,33,0,0,34,0,0,1,0,2,5,2,0,0,0
g38,or,n3119,"n2920, n2841",2,0,0,0,3,6,6,4,0,401,0,323,65,0,0,66,0,0,1,0,2,5,2,0,0,0
g39,or,n3215,"n2951, n2846",2,0,0,0,3,6,6,4,0,8,0,3,1,0,0,2,0,0,1,0,2,5,2,0,0,0
g40,or,n3214,"n2951, n2844",2,0,0,0,3,6,6,4,0,21,0,13,3,0,0,4,0,0,1,0,2,5,2,0,0,0
g41,or,n3213,"n2951, n2842",2,0,0,0,3,6,6,4,0,33,0,23,5,0,0,6,0,0,1,0,2,5,2,0,0,0
g42,or,n3212,"n2951, n2770",2,0,0,0,3,6,6,4,0,46,0,33,7,0,0,8,0,0,1,0,2,5,2,0,0,0
g43,or,n3118,"n2918, n2836",2,0,0,0,3,6,6,4,0,414,0,333,67,0,0,68,0,0,1,0,2,5,2,0,0,0
g44,or,n3211,"n2951, n2837",2,0,0,0,3,6,6,4,0,59,0,43,9,0,0,10,0,0,1,0,2,5,2,0,0,0
g45,or,n3210,"n2951, n2835",2,0,0,0,3,6,6,4,0,72,0,53,11,0,0,12,0,0,1,0,2,5,2,0,0,0
g46,or,n3209,"n2951, n2834",2,0,0,0,3,6,6,4,0,85,0,63,13,0,0,14,0,0,1,0,2,5,2,0,0,0
g47,or,n3117,"n2917, n2830",2,0,0,0,3,6,6,4,0,427,0,343,69,0,0,70,0,0,1,0,2,5,2,0,0,0
g48,or,n3208,"n2951, n2832",2,0,0,0,3,6,6,4,0,97,0,73,15,0,0,16,0,0,1,0,2,5,2,0,0,0
g49,or,n3207,"n2952, n2831",2,0,0,0,3,6,6,4,0,109,0,83,17,0,0,18,0,0,1,0,2,5,2,0,0,0
g50,or,n3134,"n2913, n2822",2,0,0,0,3,6,6,4,0,221,0,173,35,0,0,36,0,0,1,0,2,5,2,0,0,0
g51,or,n3116,"n2912, n2825",2,0,0,0,3,6,6,4,0,440,0,353,71,0,0,72,0,0,1,0,2,5,2,0,0,0
g52,or,n3206,"n2952, n2829",2,0,0,0,3,6,6,4,0,121,0,93,19,0,0,20,0,0,1,0,2,5,2,0,0,0
g53,or,n3205,"n2952, n2797",2,0,0,0,3,6,6,4,0,133,0,103,21,0,0,22,0,0,1,0,2,5,2,0,0,0
g54,or,n3115,"n2910, n2851",2,0,0,0,3,6,6,4,0,454,0,363,73,0,0,74,0,0,1,0,2,5,2,0,0,0
g55,or,n3204,"n2952, n2824",2,0,0,0,3,6,6,4,0,145,0,113,23,0,0,24,0,0,1,0,2,5,2,0,0,0
g56,or,n3203,"n2952, n2823",2,0,0,0,3,6,6,4,0,157,0,123,25,0,0,26,0,0,1,0,2,5,2,0,0,0
g57,or,n3202,"n2952, n2816",2,0,0,0,3,6,6,4,0,170,0,133,27,0,0,28,0,0,1,0,2,5,2,0,0,0
g58,or,n3133,"n2909, n2811",2,0,0,0,3,6,6,4,0,233,0,183,37,0,0,38,0,0,1,0,2,5,2,0,0,0
g59,or,n3201,"n2952, n2820",2,0,0,0,3,6,6,4,0,184,0,143,29,0,0,30,0,0,1,0,2,5,2,0,0,0
g60,or,n3200,"n2952, n2840",2,0,0,0,3,6,6,4,0,197,0,153,31,0,0,32,0,0,1,0,2,5,2,0,0,0
g61,or,n3199,"n2953, n2859",2,0,0,0,3,6,6,4,0,209,0,163,33,0,0,34,0,0,1,0,2,5,2,0,0,0
g62,or,n3114,"n2907, n2815",2,0,0,0,3,6,6,4,0,467,0,373,75,0,0,76,0,0,1,0,2,5,2,0,0,0
g63,or,n3198,"n2953, n2814",2,0,0,0,3,6,6,4,0,221,0,173,35,0,0,36,0,0,1,0,2,5,2,0,0,0
g64,or,n3197,"n2953, n2812",2,0,0,0,3,6,6,4,0,233,0,183,37,0,0,38,0,0,1,0,2,5,2,0,0,0
g65,or,n3177,"n2955, n2778",2,0,0,0,3,6,6,4,0,479,0,383,77,0,0,78,0,0,1,0,2,5,2,0,0,0
g66,or,n3142,"n2903, n2800",2,0,0,0,3,6,6,4,0,121,0,93,19,0,0,20,0,0,1,0,2,5,2,0,0,0
g67,or,n3132,"n2904, n2802",2,0,0,0,3,6,6,4,0,245,0,193,39,0,0,40,0,0,1,0,2,5,2,0,0,0
g68,or,n3113,"n2905, n2808",2,0,0,0,3,6,6,4,0,479,0,383,77,0,0,78,0,0,1,0,2,5,2,0,0,0
g69,or,n3196,"n2953, n2856",2,0,0,0,3,6,6,4,0,245,0,193,39,0,0,40,0,0,1,0,2,5,2,0,0,0
g70,or,n3195,"n2953, n2810",2,0,0,0,3,6,6,4,0,257,0,203,41,0,0,42,0,0,1,0,2,5,2,0,0,0
g71,or,n3112,"n2902, n2804",2,0,0,0,3,6,6,4,0,491,0,393,79,0,0,80,0,0,1,0,2,5,2,0,0,0
g72,or,n3194,"n2953, n2880",2,0,0,0,3,6,6,4,0,269,0,213,43,0,0,44,0,0,1,0,2,5,2,0,0,0
g73,or,n3193,"n2953, n2807",2,0,0,0,3,6,6,4,0,281,0,223,45,0,0,46,0,0,1,0,2,5,2,0,0,0
g74,or,n3192,"n2953, n2806",2,0,0,0,3,6,6,4,0,293,0,233,47,0,0,48,0,0,1,0,2,5,2,0,0,0
g75,or,n3131,"n2898, n2790",2,0,0,0,3,6,6,4,0,257,0,203,41,0,0,42,0,0,1,0,2,5,2,0,0,0
g76,or,n3111,"n2900, n2796",2,0,0,0,3,6,6,4,0,503,0,403,81,0,0,82,0,0,1,0,2,5,2,0,0,0
g77,or,n3191,"n2958, n2803",2,0,0,0,3,6,6,4,0,305,0,243,49,0,0,50,0,0,1,0,2,5,2,0,0,0
g78,or,n3190,"n2958, n2766",2,0,0,0,3,6,6,4,0,317,0,253,51,0,0,52,0,0,1,0,2,5,2,0,0,0
g79,or,n3189,"n2958, n2798",2,0,0,0,3,6,6,4,0,329,0,263,53,0,0,54,0,0,1,0,2,5,2,0,0,0
g80,or,n3188,"n2958, n2763",2,0,0,0,3,6,6,4,0,341,0,273,55,0,0,56,0,0,1,0,2,5,2,0,0,0
g81,or,n3187,"n2958, n2795",2,0,0,0,3,6,6,4,0,353,0,283,57,0,0,58,0,0,1,0,2,5,2,0,0,0
g82,or,n3141,"n2893, n2777",2,0,0,0,3,6,6,4,0,133,0,103,21,0,0,22,0,0,1,0,2,5,2,0,0,0
g83,or,n3110,"n2897, n2792",2,0,0,0,3,6,6,4,0,516,0,413,83,0,0,84,0,0,1,0,2,5,2,0,0,0
g84,or,n3186,"n2958, n2793",2,0,0,0,3,6,6,4,0,365,0,293,59,0,0,60,0,0,1,0,2,5,2,0,0,0
g85,or,n3185,"n2958, n2791",2,0,0,0,3,6,6,4,0,377,0,303,61,0,0,62,0,0,1,0,2,5,2,0,0,0
g86,or,n3109,"n2896, n2786",2,0,0,0,3,6,6,4,0,530,0,423,85,0,0,86,0,0,1,0,2,5,2,0,0,0
g87,or,n3184,"n2958, n2789",2,0,0,0,3,6,6,4,0,389,0,313,63,0,0,64,0,0,1,0,2,5,2,0,0,0
g88,or,n3183,"n2955, n2787",2,0,0,0,3,6,6,4,0,401,0,323,65,0,0,66,0,0,1,0,2,5,2,0,0,0
