gate_name,gate_type,output,inputs,input_count,is_sequential,is_constant_input,has_bus_signal,level_to_input,level_to_output,level_to_output_ff,level_to_input_ff,and_gates_fanin,or_gates_fanin,nand_gates_fanin,nor_gates_fanin,not_gates_fanin,buf_gates_fanin,xor_gates_fanin,xnor_gates_fanin,dff_gates_fanin,and_gates_fanout,or_gates_fanout,nand_gates_fanout,nor_gates_fanout,not_gates_fanout,buf_gates_fanout,xor_gates_fanout,xnor_gates_fanout,dff_gates_fanout,and_gates_prelevel,or_gates_prelevel,nand_gates_prelevel,nor_gates_prelevel,not_gates_prelevel,buf_gates_prelevel,xor_gates_prelevel,xnor_gates_prelevel,dff_gates_prelevel,and_gates_postlevel,or_gates_postlevel,nand_gates_postlevel,nor_gates_postlevel,not_gates_postlevel,buf_gates_postlevel,xor_gates_postlevel,xnor_gates_postlevel,dff_gates_postlevel
g0,buf,n46[3],1'b0,1,0,1,1,6,-1,0,1,0,0,0,0,0,0,0,0,0,0,262,0,274,18,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0
g1,buf,n46[2],1'b0,1,0,1,1,6,-1,0,1,0,0,0,0,0,0,0,0,0,0,264,0,280,21,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,0,0
g2,buf,n46[1],1'b0,1,0,1,1,6,-1,0,1,0,0,0,0,0,0,0,0,0,0,266,0,286,24,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,0,0
g3,buf,n46[0],1'b0,1,0,1,1,6,-1,0,1,0,0,0,0,0,0,0,0,0,0,269,0,287,25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0
g4,buf,n22[3],1'b0,1,0,1,1,-1,5,0,1,0,0,0,0,0,0,0,0,0,0,28,0,18,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
g5,buf,n22[2],1'b0,1,0,1,1,-1,12,0,1,0,0,0,0,0,0,0,0,0,0,4,0,8,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
g6,buf,n22[1],1'b0,1,0,1,1,-1,14,0,1,0,0,0,0,0,0,0,0,0,0,6,0,14,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
g7,buf,n22[0],1'b0,1,0,1,1,-1,14,0,1,0,0,0,0,0,0,0,0,0,0,7,0,15,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
g8,buf,n16[0],1'b0,1,0,1,1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g9,buf,n16[1],1'b0,1,0,1,1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
