gate_name,gate_type,output,inputs,input_count,is_sequential,is_constant_input,has_bus_signal,level_to_input,level_to_output,level_to_output_ff,level_to_input_ff,and_gates_fanin,or_gates_fanin,nand_gates_fanin,nor_gates_fanin,not_gates_fanin,buf_gates_fanin,xor_gates_fanin,xnor_gates_fanin,dff_gates_fanin,and_gates_fanout,or_gates_fanout,nand_gates_fanout,nor_gates_fanout,not_gates_fanout,buf_gates_fanout,xor_gates_fanout,xnor_gates_fanout,dff_gates_fanout,and_gates_prelevel,or_gates_prelevel,nand_gates_prelevel,nor_gates_prelevel,not_gates_prelevel,buf_gates_prelevel,xor_gates_prelevel,xnor_gates_prelevel,dff_gates_prelevel,and_gates_postlevel,or_gates_postlevel,nand_gates_postlevel,nor_gates_postlevel,not_gates_postlevel,buf_gates_postlevel,xor_gates_postlevel,xnor_gates_postlevel,dff_gates_postlevel
g0,buf,n10[0],n9[0],1,0,0,1,8,0,-1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
g1,buf,n10[1],n9[1],1,0,0,1,8,0,-1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
g2,buf,n10[2],n9[2],1,0,0,1,8,0,-1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
g3,buf,n10[3],n9[3],1,0,0,1,8,0,-1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
g4,buf,n10[4],n9[4],1,0,0,1,8,0,-1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
g5,buf,n10[5],n9[5],1,0,0,1,8,0,-1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
g6,buf,n10[6],n9[6],1,0,0,1,8,0,-1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
g7,buf,n10[7],n9[7],1,0,0,1,8,0,-1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
g8,dff,n12,"1'b1, 1'b1, n0, n171",4,1,1,0,11,-1,0,1,0,67,0,90,47,0,0,0,1,0,2,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
g9,dff,n13,"1'b1, 1'b1, n0, n170",4,1,1,0,10,0,0,1,0,65,0,92,39,0,0,0,1,0,0,0,3,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
g10,or,n171,"n169, n168",2,0,0,0,10,-1,1,0,0,67,0,90,47,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
g11,nor,n170,"n169, n167",2,0,0,0,9,1,1,0,0,65,0,92,39,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
g12,or,n168,"n30, n166",2,0,0,0,9,-1,2,4,0,66,0,90,47,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
g13,nor,n167,"n29, n165",2,0,0,0,8,2,2,4,0,65,0,91,39,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0
g14,nor,n166,"n164, n163",2,0,0,0,8,-1,3,9,0,65,0,89,46,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
g15,nor,n165,"n164, n162",2,0,0,0,7,3,3,8,0,65,0,89,38,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
g16,or,n163,"n143, n161",2,0,0,0,7,-1,4,8,0,65,0,88,46,0,0,0,0,0,3,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
g17,dff,n11,"1'b1, 1'b1, n0, n160",4,1,1,0,4,-1,0,1,0,21,0,29,12,0,0,0,1,0,2,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
g18,or,n162,"n129, n159",2,0,0,0,6,4,4,7,0,65,0,88,38,0,0,0,0,0,1,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
g19,or,n161,"n112, n157",2,0,0,0,6,-1,5,7,0,49,0,66,34,0,0,0,0,0,4,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
g20,or,n160,"n153, n158",2,0,0,0,3,-1,1,0,0,21,0,29,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
g21,or,n159,"n127, n156",2,0,0,0,5,5,5,6,0,48,0,66,29,0,0,0,0,0,2,0,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
g22,or,n158,"n50, n154",2,0,0,0,4,-1,2,4,0,11,0,15,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
g23,or,n157,"n118, n155",2,0,0,0,6,-1,6,7,0,41,0,55,28,0,0,0,0,0,5,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
g24,or,n156,"n125, n150",2,0,0,0,5,6,6,6,0,40,0,55,24,0,0,0,0,0,3,0,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
g25,dff,n9[1],"1'b1, 1'b1, n0, n144",4,1,1,1,7,0,0,1,0,10,0,13,6,0,0,0,1,0,29,0,23,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
g26,dff,n9[3],"1'b1, 1'b1, n0, n152",4,1,1,1,7,0,0,1,0,10,0,13,6,0,0,0,1,0,31,0,22,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
g27,dff,n9[0],"1'b1, 1'b1, n0, n145",4,1,1,1,7,0,0,1,0,11,0,13,5,0,0,0,1,0,21,0,16,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
g28,dff,n9[6],"1'b1, 1'b1, n0, n147",4,1,1,1,7,0,0,1,0,10,0,13,6,0,0,0,1,0,44,0,23,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
g29,dff,n9[4],"1'b1, 1'b1, n0, n149",4,1,1,1,7,0,0,1,0,10,0,13,6,0,0,0,1,0,37,0,22,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
g30,dff,n9[2],"1'b1, 1'b1, n0, n151",4,1,1,1,7,0,0,1,0,10,0,13,6,0,0,0,1,0,26,0,22,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
g31,dff,n9[7],"1'b1, 1'b1, n0, n148",4,1,1,1,7,0,0,1,0,11,0,13,5,0,0,0,1,0,30,0,16,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
g32,dff,n9[5],"1'b1, 1'b1, n0, n146",4,1,1,1,7,0,0,1,0,10,0,13,6,0,0,0,1,0,43,0,22,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
g33,or,n155,"n137, n138",2,0,0,0,7,-1,7,8,0,32,0,44,23,0,0,0,0,0,6,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
g34,nor,n154,"n54, n142",2,0,0,0,3,-1,3,8,0,9,0,14,6,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0
g35,nor,n153,"n42, n140",2,0,0,0,2,-1,2,8,0,9,0,14,5,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
g36,or,n152,"n49, n122",2,0,0,0,6,1,1,0,0,10,0,13,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
g37,or,n151,"n45, n128",2,0,0,0,6,1,1,0,0,10,0,13,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
g38,or,n150,"n131, n133",2,0,0,0,6,7,7,7,0,32,0,44,19,0,0,0,0,0,4,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
g39,or,n149,"n46, n124",2,0,0,0,6,1,1,0,0,10,0,13,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
g40,or,n148,"n52, n139",2,0,0,0,6,1,1,0,0,11,0,13,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
g41,or,n147,"n44, n135",2,0,0,0,6,1,1,0,0,10,0,13,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
